country,year,pop,gdp
Estonia,1994,1462514,
Ethiopia,1994,55431123,9866.455688
European Union (28),1994,478612847,12339586.69
Fiji,1994,765667,2362.744523
Finland,1994,5088333,156835.6953
France,1994,59327194,1991574.139
Gabon,1994,1058663,11735.48561
Gambia,1994,1036829,519.9150756
Georgia,1994,4861600,4661.332299
Germany,1994,81438348,2792449.674
Ghana,1994,16330174,14270.88887
Greece,1994,10512922,205962.855
Grenada,1994,99405,460.4636828
Guatemala,1994,10172297,23365.06657
Guinea,1994,7544291,2886.4806
Guinea-Bissau,1994,1113541,694.8120465
Guyana,1994,758342,1467.865792
Haiti,1994,7674911,
Honduras,1994,5552625,8746.882151
Hungary,1994,10343355,90711.94501
Iceland,1994,266021,8062.263137
India,1994,942204249,555626.1253
Indonesia,1994,193945272,404000.3523
Iran,1994,59725125,231762.7994
Iraq,1994,19597239,45967.02276
Ireland,1994,3590386,94512.18674
Israel,1994,5399000,122482.1815
Italy,1994,56843400,1813829.537
Jamaica,1994,2513049,12264.70902
Japan,1994,124961000,4928658.12
Jordan,1994,4395953,11533.09947
Kazakhstan,1994,16095199,64407.6634
Kenya,1994,26548486,22558.14946
Kiribati,1994,76671,126.7553611
Korea (North),1994,21577982,
Korea (South),1994,44641540,496124.3395
Kuwait,1994,,63704.12596
Kyrgyzstan,1994,4515100,2579.946186
Laos,1994,4740380,2481.28292
Latvia,1994,2520742,
Lebanon,1994,2974640,19086.26152
Lesotho,1994,1732257,1372.511287
Liberia,1994,2012885,250.7965681
Libya,1994,4855003,
Liechtenstein,1994,30365,
Lithuania,1994,3657144,
Luxembourg,1994,402925,30124.23279
"Macedonia, FYR",1994,1981703,6131.155435
Madagascar,1994,13066543,5523.830888
Malawi,1994,9796976,3095.154944
Malaysia,1994,19986894,117102.1748
Maldives,1994,245000,
Mali,1994,9353385,4717.459583
Malta,1994,374797,5230.249404
Marshall Islands,1994,50575,149.5700541
Mauritania,1994,2261403,2200.075479
Mauritius,1994,1112846,4778.658789
Mexico,1994,92349147,729200.0018
Micronesia,1994,106057,272.0847899
Moldova,1994,3691000,
Mongolia,1994,2280496,3152.092298
Montenegro,1994,611389,
Morocco,1994,26667048,49758.71593
Mozambique,1994,15217044,2629.392016
Myanmar,1994,42712223,9948.078165
Namibia,1994,1606718,5763.205418
Nauru,1994,9863,
Nepal,1994,20867130,8334.762091
Netherlands,1994,15382838,576265.2035
New Zealand,1994,3620000,94012.84001
Nicaragua,1994,4520725,4864.492405
Niger,1994,9151763,3098.717743
Nigeria,1994,105355783,134643.9454
Niue,1994,,
Norway,1994,4336613,294972.5332
Oman,1994,2148428,34210.95163
Pakistan,1994,119769556,95412.08951
Palau,1994,16806,158.5452622
Panama,1994,2684183,12765.79683
Papua New Guinea,1994,4770606,6833.32684
Paraguay,1994,4651225,13092.11092
Peru,1994,23619356,70290.74414
Philippines,1994,68236230,100510.804
Poland,1994,38542652,236001.4874
Portugal,1994,9991525,173833.8239
Qatar,1994,507095,
Romania,1994,22730211,103981.5082
Russian Federation,1994,148336000,916251.6097
Rwanda,1994,6005095,1229.679413
Saint Kitts & Nevis,1994,42373,430.5204543
Saint Lucia,1994,145247,921.6613485
Saint Vincent & Grenadines,1994,108129,417.2887246
Samoa,1994,168788,375.9992985
Sao Tome & Principe,1994,123973,
Saudi Arabia,1994,18311090,348662.534
Senegal,1994,8512173,6722.841418
Serbia,1994,7734639,
Seychelles,1994,74205,608.191048
Sierra Leone,1994,4283621,1478.894877
Singapore,1994,3419048,95526.9527
Slovakia,1994,5346331,44068.20033
Slovenia,1994,1989443,
Solomon Islands,1994,349225,541.1226125
Somalia,1994,7583954,
South Africa,1994,40558495,225671.2014
Spain,1994,39549108,915688.6204
Sri Lanka,1994,17912000,25409.17095
Sudan,1994,23347885,23985.44358
Suriname,1994,437037,2465.797922
Swaziland,1994,941774,2598.488903
Sweden,1994,8780745,319789.9787
Switzerland,1994,6993795,429734.5413
Syria,1994,13949697,
Tajikistan,1994,5679832,2929.449281
Tanzania,1994,29070615,12910.48567
Thailand,1994,58901666,194249.9073
Togo,1994,4163642,1921.841515
Tonga,1994,95833,281.18519
Trinidad & Tobago,1994,1250318,8237.589856
Tunisia,1994,8956596,21658.69443
Turkey,1994,57564132,396593.5796
Turkmenistan,1994,4115099,9314.758452
Tuvalu,1994,9190,26.21891356
Uganda,1994,19907634,6629.344322
Ukraine,1994,51921041,112496.9572
United Arab Emirates,1994,2328686,141892.1419
United Kingdom,1994,57865745,1731960.84
United States of America,1994,263126000,10026408.99
Uruguay,1994,3201607,26323.4509
Uzbekistan,1994,22377000,16743.53046
Vanuatu,1994,164208,437.2206341
Venezuela,1994,21726352,267779.4655
Vietnam,1994,70824500,39890.57462
World,1994,5624840414,40912084.68
Yemen,1994,14692686,14970.17922
Zambia,1994,8896109,8041.117529
Zimbabwe,1994,11116948,13673.76058
Afghanistan,1995,17099541,
Albania,1995,3187784,5428.435726
Algeria,1995,28904298,93174.66835
Andorra,1995,63850,2101.795825
Angola,1995,14268994,25340.29876
Antigua & Barbuda,1995,73619,768.1794626
Argentina,1995,34994814,267011.2103
Armenia,1995,3217342,3357.435176
Australia,1995,18072000,688161.9521
Austria,1995,7948278,289538.7876
Azerbaijan,1995,7685000,9345.558793
Bahamas,1995,280150,5931.042521
Bahrain,1995,563699,12350.78031
Bangladesh,1995,118706871,52933.63939
Barbados,1995,264959,3411.671173
Belarus,1995,10194000,20643.13434
Belgium,1995,10136811,357719.9431
Belize,1995,206963,708.6591346
Benin,1995,5905558,3727.418268
Bhutan,1995,514877,506.2592338
Bolivia,1995,7566714,11383.34021
Bosnia & Herzegovina,1995,3843712,3332.270265
Botswana,1995,1569094,6649.141424
Brazil,1995,162296612,1387301.89
Brunei,1995,297192,11205.26527
Bulgaria,1995,8406067,31790.93627
Burkina Faso,1995,10089878,3540.423456
Burundi,1995,5962058,1569.63608
Cambodia,1995,10653558,3659.205613
Cameroon,1995,13460994,13577.73784
Canada,1995,29354000,1102814.171
Cape Verde,1995,389127,535.99116
Central African Republic,1995,3352767,1446.714504
Chad,1995,7000722,3393.656609
Chile,1995,14296613,115108.9879
China,1995,1204855000,1479027.443
Colombia,1995,37441977,181270.3569
Comoros,1995,475394,372.2181609
Congo,1995,2799255,6769.791944
"Congo, Dem. Republic",1995,41595744,15877.83681
Cook Islands,1995,,
Costa Rica,1995,3510926,19842.63168
Cote d'Ivoire,1995,14540820,19108.38152
Croatia,1995,4669000,39570.40891
Cuba,1995,10906043,31018.10088
Cyprus,1995,855384,15640.46378
Czech Republic,1995,10327253,138633.6968
Denmark,1995,5233373,257078.364
Djibouti,1995,630388,787.4499527
Dominica,1995,71368,349.3531168
Dominican Republic,1995,7892423,23936.07182
Ecuador,1995,11440583,44017.72651
Egypt,1995,63714386,105850.7333
El Salvador,1995,5611115,15288.96307
Equatorial Guinea,1995,504871,440.0398412
Eritrea,1995,3090159,1668.457645
Estonia,1995,1436634,10507.16885
Ethiopia,1995,57309880,10471.02389
European Union (28),1995,479602345,12743662.28
Fiji,1995,775498,2421.813102
Finland,1995,5107790,163433.9779
France,1995,59541900,2033100.143
Gabon,1995,1086137,12319.1908
Gambia,1995,1066223,524.4999372
Georgia,1995,4734000,4782.526716
Germany,1995,81678051,2840972.414
Ghana,1995,16760467,14857.76762
Greece,1995,10562153,210287.4978
Grenada,1995,100255,470.2691475
Guatemala,1995,10408489,24521.29799
Guinea,1995,7871173,3019.480193
Guinea-Bissau,1995,1137122,725.3837766
Guyana,1995,761291,1541.058184
Haiti,1995,7819806,
Honduras,1995,5709051,9102.265884
Hungary,1995,10328965,92063.12254
Iceland,1995,267468,8071.662423
India,1995,960482795,597711.9809
Indonesia,1995,196957849,437209.2112
Iran,1995,60575644,237327.5274
Iraq,1995,20208387,46941.53353
Ireland,1995,3608841,103617.89
Israel,1995,5545000,130566.0055
Italy,1995,56844303,1866191.834
Jamaica,1995,2537440,12552.92441
Japan,1995,125439000,5063810
Jordan,1995,4572904,12246.57649
Kazakhstan,1995,15815626,59126.235
Kenya,1995,27346456,23552.11037
Kiribati,1995,77730,126.7553611
Korea (North),1995,21862299,
Korea (South),1995,45092991,543606.436
Kuwait,1995,1610651,66799.05792
Kyrgyzstan,1995,4560400,2440.014496
Laos,1995,4851923,2655.748233
Latvia,1995,2485056,12755.67498
Lebanon,1995,3033394,20333.53833
Lesotho,1995,1761359,1417.679788
Liberia,1995,2073482,240.0970558
Libya,1995,4948798,
Liechtenstein,1995,30833,
Lithuania,1995,3629102,19315.60334
Luxembourg,1995,408625,30555.67213
"Macedonia, FYR",1995,1983252,6062.809746
Madagascar,1995,13475400,5618.410648
Malawi,1995,9909088,3612.937768
Malaysia,1995,20495597,128612.2437
Maldives,1995,255000,
Mali,1995,9604450,4760.908442
Malta,1995,377419,5561.977616
Marshall Islands,1995,51015,161.8545833
Mauritania,1995,2327075,2416.118501
Mauritius,1995,1122457,4983.555093
Mexico,1995,94045579,687207.6898
Micronesia,1995,107556,291.3593106
Moldova,1995,3675099,3994.597529
Mongolia,1995,2298039,3353.083159
Montenegro,1995,611712,
Morocco,1995,27075232,47069.03448
Mozambique,1995,15759132,2688.219667
Myanmar,1995,43237792,10639.27575
Namibia,1995,1655359,5987.913615
Nauru,1995,9970,
Nepal,1995,21396384,8623.849303
Netherlands,1995,15459006,594221.8345
New Zealand,1995,3673400,98464.86717
Nicaragua,1995,4612228,5152.076711
Niger,1995,9477333,3179.462762
Nigeria,1995,108011465,134229.9571
Niue,1995,,
Norway,1995,4359184,307225.5464
Oman,1995,2204283,35920.41118
Pakistan,1995,122829148,100147.0186
Palau,1995,17253,175.8267648
Panama,1995,2739730,12989.41257
Papua New Guinea,1995,4894276,6606.976382
Paraguay,1995,4760850,13985.36049
Peru,1995,24038760,75500.26887
Philippines,1995,69835715,105213.3952
Poland,1995,38594998,252407.9724
Portugal,1995,10026176,181278.7447
Qatar,1995,513455,
Romania,1995,22684270,111403.9297
Russian Federation,1995,148375726,878286.464
Rwanda,1995,5928078,1662.822652
Saint Kitts & Nevis,1995,42891,455.2875332
Saint Lucia,1995,147044,937.3023667
Saint Vincent & Grenadines,1995,108122,449.7012666
Samoa,1995,170157,401.0921451
Sao Tome & Principe,1995,126454,
Saudi Arabia,1995,18735841,349402.0171
Senegal,1995,8746606,7083.419195
Serbia,1995,7625357,24045.67413
Seychelles,1995,75304,603.1695651
Sierra Leone,1995,4274819,1360.586936
Singapore,1995,3524506,102240.6307
Slovakia,1995,5361999,46643.32356
Slovenia,1995,1989872,29973.07967
Solomon Islands,1995,359225,585.6223286
Somalia,1995,7704894,
South Africa,1995,41426810,232702.2892
Spain,1995,39724050,940938.6794
Sri Lanka,1995,18074000,26806.69701
Sudan,1995,24102986,25423.87277
Suriname,1995,443724,2492.835112
Swaziland,1995,960792,2723.882919
Sweden,1995,8826939,332659.3078
Switzerland,1995,7040687,431800.9905
Syria,1995,14345492,
Tajikistan,1995,5764712,2566.197559
Tanzania,1995,29960776,13371.37863
Thailand,1995,59491790,210023.5084
Togo,1995,4274024,2072.625978
Tonga,1995,96076,291.6224281
Trinidad & Tobago,1995,1255001,8621.227011
Tunisia,1995,9113975,22168.03542
Turkey,1995,58486381,427838.2802
Turkmenistan,1995,4207840,8644.092031
Tuvalu,1995,9230,24.90680447
Uganda,1995,20550291,7393.259831
Ukraine,1995,51512299,98772.32837
United Arab Emirates,1995,2448820,151381.7272
United Kingdom,1995,58019030,1775370.237
United States of America,1995,266278000,10299024.62
Uruguay,1995,3224804,25942.3929
Uzbekistan,1995,22785000,16592.83868
Vanuatu,1995,168235,441.6442588
Venezuela,1995,22188667,278361.2069
Vietnam,1995,71995500,43696.32698
World,1995,5709757338,42159323.29
Yemen,1995,15320653,15818.89427
Zambia,1995,9137077,8274.122491
Zimbabwe,1995,11320346,13695.36864
Afghanistan,1996,17822884,
Albania,1996,3168033,5922.423377
Algeria,1996,29411415,96994.82832
Andorra,1996,64360,2199.52387
Angola,1996,14682284,28178.41221
Antigua & Barbuda,1996,75628,818.9163187
Argentina,1996,35419682,281768.0917
Armenia,1996,3168215,3554.362204
Australia,1996,18311000,715336.1414
Austria,1996,7959017,296482.8378
Azerbaijan,1996,7763000,9467.051076
Bahamas,1996,283790,6181.541921
Bahrain,1996,578668,12858.39814
Bangladesh,1996,121269645,55327.78514
Barbados,1996,265942,3546.987427
Belarus,1996,10160000,21221.14211
Belgium,1996,10156637,363420.4653
Belize,1996,213676,718.7839082
Benin,1996,6094259,3888.602421
Bhutan,1996,519282,534.4334353
Bolivia,1996,7717443,11879.80641
Bosnia & Herzegovina,1996,3780378,6296.580077
Botswana,1996,1604060,7036.773076
Brazil,1996,164913306,1417927.072
Brunei,1996,304699,11527.78841
Bulgaria,1996,8362826,32299.59124
Burkina Faso,1996,10372745,3930.392032
Burundi,1996,6041112,1444.065193
Cambodia,1996,10980273,3857.254239
Cameroon,1996,13812472,14244.66811
Canada,1996,29671900,1120581.037
Cape Verde,1996,398773,596.8075295
Central African Republic,1996,3435821,1388.844579
Chad,1996,7241134,3468.80822
Chile,1996,14497826,122939.7563
China,1996,1217550000,1625870.796
Colombia,1996,38049038,184997.0121
Comoros,1996,488627,367.4103364
Congo,1996,2879222,7060.248619
"Congo, Dem. Republic",1996,42770544,15715.37913
Cook Islands,1996,,
Costa Rica,1996,3596732,20088.247
Cote d'Ivoire,1996,14995249,20585.3309
Croatia,1996,4494000,41894.65533
Cuba,1996,10961012,33449.53225
Cyprus,1996,873423,15848.95327
Czech Republic,1996,10315241,144571.0994
Denmark,1996,5263074,264533.8122
Djibouti,1996,643682,755.0424588
Dominica,1996,71145,358.5822681
Dominican Republic,1996,8029113,25643.04103
Ecuador,1996,11683479,44780.0024
Egypt,1996,64933456,111131.3412
El Salvador,1996,5671925,15549.72995
Equatorial Guinea,1996,523999,733.0183553
Eritrea,1996,3116379,1822.937442
Estonia,1996,1415594,11066.55422
Ethiopia,1996,59155148,11772.17151
European Union (28),1996,480506714,12996594.97
Fiji,1996,784476,2538.060153
Finland,1996,5124573,169413.7543
France,1996,59753098,2061319.655
Gabon,1996,1113994,12765.7675
Gambia,1996,1096708,536.1624325
Georgia,1996,4616100,5318.169837
Germany,1996,81914831,2864208.66
Ghana,1996,17185608,15541.59059
Greece,1996,10608800,216306.197
Grenada,1996,100796,491.140783
Guatemala,1996,10646674,25246.58401
Guinea,1996,8132552,3154.196569
Guinea-Bissau,1996,1159060,809.5282947
Guyana,1996,761861,1662.546993
Haiti,1996,7965553,6030.382484
Honduras,1996,5867849,9429.515073
Hungary,1996,10311238,92068.26307
Iceland,1996,268916,8457.896509
India,1996,978893217,642836.3798
Indonesia,1996,199914831,471391.0452
Iran,1996,61583089,252399.0738
Iraq,1996,20845893,52114.85932
Ireland,1996,3637510,113038.64
Israel,1996,5692000,138605.6022
Italy,1996,56860281,1890197.9
Jamaica,1996,2561993,12538.64782
Japan,1996,125757000,5220784.563
Jordan,1996,4716373,12502.2051
Kazakhstan,1996,15577894,59421.86618
Kenya,1996,28147734,24528.77853
Kiribati,1996,78907,128.9037571
Korea (North),1996,22113548,
Korea (South),1996,45524681,584890.6762
Kuwait,1996,1631740,67203.27704
Kyrgyzstan,1996,4628400,2612.877382
Laos,1996,4957180,2839.747068
Latvia,1996,2457222,13056.58421
Lebanon,1996,3070960,21377.97132
Lesotho,1996,1787273,1497.027826
Liberia,1996,2191179,269.1997293
Libya,1996,5035884,
Liechtenstein,1996,31325,
Lithuania,1996,3601613,20310.34889
Luxembourg,1996,414225,30979.91575
"Macedonia, FYR",1996,1989443,6134.660342
Madagascar,1996,13902688,5739.14552
Malawi,1996,10109789,3877.284918
Malaysia,1996,21023321,141476.942
Maldives,1996,262000,
Mali,1996,9856810,5096.827925
Malta,1996,379905,5772.072185
Marshall Islands,1996,51401,145.1788134
Mauritania,1996,2397245,2556.708247
Mauritius,1996,1133996,5262.02837
Mexico,1996,95687452,727579.5382
Micronesia,1996,108344,282.2935136
Moldova,1996,3667748,3759.832629
Mongolia,1996,2316567,3428.027714
Montenegro,1996,611003,
Morocco,1996,27460603,52892.82788
Mozambique,1996,16248232,3409.880891
Myanmar,1996,43793310,11324.734
Namibia,1996,1706489,6179.007353
Nauru,1996,10033,
Nepal,1996,21903379,9083.352501
Netherlands,1996,15530498,615416.059
New Zealand,1996,3732000,102036.8942
Nicaragua,1996,4700779,5478.93828
Niger,1996,9819964,3288.171553
Nigeria,1996,110732904,140933.0059
Niue,1996,,
Norway,1996,4381336,322672.8329
Oman,1996,2236666,37014.52536
Pakistan,1996,125938339,105000.7253
Palau,1996,17691,194.1127687
Panama,1996,2796344,13519.34204
Papua New Guinea,1996,5022437,7117.939841
Paraguay,1996,4870694,14205.46061
Peru,1996,24441074,77613.50107
Philippines,1996,71446107,111364.0371
Poland,1996,38624370,267695.262
Portugal,1996,10063945,187617.4904
Qatar,1996,522304,
Romania,1996,22619004,115715.0431
Russian Federation,1996,148160042,846668.1513
Rwanda,1996,6115168,1874.760969
Saint Kitts & Nevis,1996,43373,482.0864846
Saint Lucia,1996,149004,964.4619659
Saint Vincent & Grenadines,1996,108075,455.4894848
Samoa,1996,171283,429.8864134
Sao Tome & Principe,1996,128821,
Saudi Arabia,1996,19131578,358617.2305
Senegal,1996,8974077,7225.94645
Serbia,1996,7617794,24629.05946
Seychelles,1996,76417,632.8305813
Sierra Leone,1996,4282350,1384.449201
Singapore,1996,3670704,109941.3275
Slovakia,1996,5373361,49795.08161
Slovenia,1996,1988628,31027.01732
Solomon Islands,1996,369469,595.0226201
Somalia,1996,7892389,
South Africa,1996,42210216,242724.1436
Spain,1996,39889852,966105.3929
Sri Lanka,1996,18210000,27825.3427
Sudan,1996,24786190,26928.74352
Suriname,1996,450036,2524.603236
Swaziland,1996,981764,2828.535968
Sweden,1996,8840998,337708.6145
Switzerland,1996,7071850,434396.5185
Syria,1996,14755286,
Tajikistan,1996,5849540,2137.642599
Tanzania,1996,30811854,13979.02312
Thailand,1996,60151472,221894.8225
Togo,1996,4398238,2255.767596
Tonga,1996,96369,291.65222
Trinidad & Tobago,1996,1258364,9236.306502
Tunisia,1996,9256037,23752.18115
Turkey,1996,59423208,459411.3098
Turkmenistan,1996,4287344,9223.245519
Tuvalu,1996,9256,23.4220199
Uganda,1996,21202118,8063.984834
Ukraine,1996,51057189,88895.09556
United Arab Emirates,1996,2571020,160159.4515
United Kingdom,1996,58166950,1820619.709
United States of America,1996,269394000,10689963.36
Uruguay,1996,3248035,27389.44861
Uzbekistan,1996,23225000,16874.91694
Vanuatu,1996,171801,451.9277474
Venezuela,1996,22650102,277810.5047
Vietnam,1996,73156700,47777.57157
World,1996,5792568347,43586245.36
Yemen,1996,15889449,16552.09485
Zambia,1996,9394304,8788.652644
Zimbabwe,1996,11518262,15114.30425
Afghanistan,1997,18381605,
Albania,1997,3148281,5280.559676
Algeria,1997,29886839,98061.77137
Andorra,1997,64327,2398.969484
Angola,1997,15088981,30404.50678
Antigua & Barbuda,1997,77739,863.7203109
Argentina,1997,35833969,304622.4334
Armenia,1997,3133086,3672.405406
Australia,1997,18517000,743574.8598
Austria,1997,7968041,303020.3426
Azerbaijan,1997,7838250,10016.14009
Bahamas,1997,286970,6309.02012
Bahrain,1997,594930,13256.10836
Bangladesh,1997,123854640,57811.94543
Barbados,1997,266945,3715.119898
Belarus,1997,10117000,23640.35231
Belgium,1997,10181245,376904.0803
Belize,1997,221606,744.2660834
Benin,1997,6281639,4111.601652
Bhutan,1997,528754,563.1530251
Bolivia,1997,7870855,12468.35682
Bosnia & Herzegovina,1997,3752431,8461.94718
Botswana,1997,1637635,7601.583117
Brazil,1997,167545164,1466066.102
Brunei,1997,312038,11358.19487
Bulgaria,1997,8312068,31944.29576
Burkina Faso,1997,10665546,4178.668401
Burundi,1997,6112097,1421.104557
Cambodia,1997,11295880,4074.02394
Cameroon,1997,14165423,15001.65235
Canada,1997,29987200,1168539.803
Cape Verde,1997,408175,663.1631332
Central African Republic,1997,3517309,1462.452453
Chad,1997,7493251,3664.913557
Chile,1997,14694835,132071.5859
China,1997,1230075000,1775951.177
Colombia,1997,38645411,191342.9529
Comoros,1997,501953,382.2182247
Congo,1997,2962470,7016.135328
"Congo, Dem. Republic",1997,43830146,14832.63896
Cook Islands,1997,,
Costa Rica,1997,3682725,21206.14697
Cote d'Ivoire,1997,15445986,21355.9537
Croatia,1997,4572000,44678.7538
Cuba,1997,11013983,34380.57492
Cyprus,1997,891192,16255.5753
Czech Republic,1997,10304131,143596.2981
Denmark,1997,5284991,273159.9419
Djibouti,1997,660953,749.4108075
